4798001,0
469827,46.20361328125
469869,66.0400390625
469896,33.935546875
469917,53.3447265625
469966,54.87060546875
469999,32.1044921875
470021,32.40966796875
470086,44.3115234375
470126,37.17041015625
470149,33.203125
470274,34.11865234375
470295,35.70556640625
470399,31.005859375
470431,32.2265625
470526,31.67724609375
470673,34.36279296875
470976,31.25
1573291,31.18896484375
1774049,45.34912109375
1774196,57.373046875
1774242,50.29296875
1774301,31.1279296875
1774355,31.005859375
1774469,39.4287109375
1774572,31.67724609375
1774647,42.8466796875
1862547,57.18994140625
1862604,47.8515625
1862649,63.04931640625
1862689,31.8603515625
1862699,51.94091796875
1862772,50.72021484375
1862877,41.259765625
1862926,35.82763671875
1862974,32.16552734375
1863027,35.15625
1886991,64.75830078125
1887062,55.2978515625
1910841,31.79931640625
1910888,64.697265625
1941981,56.2744140625
1942076,54.3212890625
1942144,57.0068359375
1942222,43.15185546875
1942293,53.466796875
1942350,32.2265625
1942403,31.1279296875
1942444,39.1845703125
1942495,34.3017578125
1942603,37.7197265625
1942658,30.94482421875
1942718,32.40966796875
1942789,38.818359375
1943375,36.865234375
1989659,58.28857421875
1989709,48.64501953125
1989780,47.119140625
1989851,44.5556640625
1989946,43.64013671875
1990062,33.3251953125
1990190,39.36767578125
1990243,34.7900390625
1990263,33.8134765625
1990666,32.71484375
2038371,50.29296875
2038588,61.8896484375
2038672,33.99658203125
2038683,52.42919921875
2038749,44.86083984375
2038814,39.9169921875
2038862,32.04345703125
2038917,41.3818359375
2038978,40.46630859375
2039065,35.94970703125
2039136,38.9404296875
3309027,34.72900390625
3660706,37.9638671875
3661187,45.41015625
3661232,43.45703125
3661268,38.4521484375
3661321,33.8134765625
3661368,40.1611328125
3661414,32.40966796875
3661466,34.36279296875
3661614,34.1796875
3661903,34.72900390625
3662012,38.39111328125
3927405,38.57421875
3927770,40.34423828125
3927872,54.13818359375
3927926,43.64013671875
3927967,36.56005859375
3928046,35.5224609375
3928086,31.18896484375
3928129,32.470703125
3928186,32.89794921875
3928255,38.39111328125
3928343,33.0810546875
3928489,39.00146484375
3928659,40.771484375
4786812,61.09619140625
4786844,31.31103515625
4786873,61.1572265625
4786918,34.912109375
4786965,46.2646484375
4786985,31.982421875
4787006,36.865234375
4787025,31.06689453125
4787057,34.66796875
4787100,36.1328125
4787142,40.1611328125
4787189,33.50830078125
4787977,41.015625
4788116,31.005859375
4788220,35.2783203125
4788377,39.55078125
